baralho,disciplina,card,vistas,acertos,erros,seq,quase,seq_quase,ultima,ultima_rodada
revisao-ls-2-meta-14,Legislação de Trânsito,5f9888043c,2,1,1,1,0,0,2026-08-16,2026-08-16
revisao-ls-2-meta-14,Legislação de Trânsito,95d8dd2c8e,2,1,1,1,0,0,2026-08-16,2026-08-16
revisao-ls-2-meta-14,Legislação de Trânsito,da07e0911f,3,1,2,1,0,0,2026-08-16,2026-08-16
revisao-ls-2-meta-14,Legislação de Trânsito,df60d8dd00,1,1,0,1,1,1,2026-08-16,2026-08-16
revisao-ls-2-meta-14,Legislação de Trânsito,c0e43df0b2,2,1,1,1,0,0,2026-08-16,2026-08-16
revisao-ls-2-meta-14,Legislação de Trânsito,ee7e3436e5,2,1,1,1,0,0,2026-08-16,2026-08-16
revisao-ls-2-meta-14,Legislação de Trânsito,b8cf90f7ae,2,1,1,1,0,0,2026-08-16,2026-08-16
revisao-ls-2-meta-14,Legislação de Trânsito,8afc8963d8,2,1,1,1,0,0,2026-08-16,2026-08-16
revisao-ls-2-meta-14,Legislação de Trânsito,05f3e5ebde,1,1,0,1,0,0,2026-08-16,2026-08-16
aula-08-direito-administrativo,Direito Administrativo,c89c4f79b9,2,1,1,0,1,0,2026-09-01,
aula-08-direito-administrativo,Direito Administrativo,cc835684ae,1,0,1,0,0,0,2026-09-01,
aula-04-legislacao-especial,Legislação Especial,b7ecfaba67,3,1,2,1,0,0,2026-08-17,2026-08-17
aula-04-legislacao-especial,Legislação Especial,33bdc6af34,3,1,2,1,0,0,2026-08-17,2026-08-17
aula-04-legislacao-especial,Legislação Especial,4bdcf6bb97,3,1,2,1,0,0,2026-08-17,2026-08-17
aula-04-legislacao-especial,Legislação Especial,e3fc3a337f,3,1,2,1,0,0,2026-08-17,2026-08-17
aula-04-legislacao-especial,Legislação Especial,13705dcd7c,3,1,2,1,0,0,2026-08-17,2026-08-17
aula-04-legislacao-especial,Legislação Especial,8f5a1b89e0,3,1,2,1,0,0,2026-08-17,2026-08-17
aula-04-legislacao-especial,Legislação Especial,1ef0685883,3,1,2,1,0,0,2026-08-17,2026-08-17
aula-04-legislacao-especial,Legislação Especial,b417d714cb,1,1,0,1,0,0,2026-08-17,2026-08-17
aula-04-legislacao-especial,Legislação Especial,1572cdd6e4,1,1,0,1,0,0,2026-08-17,2026-08-17
revisaoaula0030405,Informática,5aa2d40838,2,1,1,1,0,0,2026-08-19,2026-08-19
revisaoaula0030405,Informática,75ba4625d2,1,1,0,1,0,0,2026-08-19,2026-08-19
revisaoaula0030405,Informática,3dbc61e6f5,1,1,0,1,0,0,2026-08-19,2026-08-19
revisaoaula0030405,Informática,7aebc10f65,2,1,1,1,0,0,2026-08-19,2026-08-19
revisaoaula0030405,Informática,b5b4bd7116,1,1,0,1,0,0,2026-08-19,2026-08-19
revisaoaula0030405,Informática,96c741ec62,3,1,2,1,0,0,2026-08-19,2026-08-19
revisaoaula0030405,Informática,45476ca506,2,1,1,1,0,0,2026-08-19,2026-08-19
revisaoaula0030405,Informática,f5ec5639ad,1,1,0,1,1,1,2026-08-19,2026-08-19
revisaoaula0030405,Informática,c1dd4ea566,1,1,0,1,0,0,2026-08-19,2026-08-19
revisaoaula0030405,Informática,54f179e4e2,1,1,0,1,0,0,2026-08-19,2026-08-19
revisaoaula0030405,Informática,97a2ff4b12,2,1,1,1,0,0,2026-08-19,2026-08-19
revisaoaula0030405,Informática,7c74e7ea55,2,1,1,1,0,0,2026-08-19,2026-08-19
revisaoaula0030405,Informática,ffe6231ba4,1,1,0,1,0,0,2026-08-19,2026-08-19
revisaoaula0030405,Informática,2c77b3b7bd,2,1,1,1,0,0,2026-08-19,2026-08-19
revisaoaula0030405,Informática,1cbe7d35f8,1,1,0,1,0,0,2026-08-19,2026-08-19
revisaoaula0030405,Informática,98d636091e,2,1,1,1,0,0,2026-08-19,2026-08-19
revisaoaula0030405,Informática,e0783aaae3,2,1,1,1,0,0,2026-08-19,2026-08-19
revisaoaula0030405,Informática,8ad3a4832e,1,1,0,1,0,0,2026-08-19,2026-08-19
revisaoaula0030405,Informática,4855db456c,2,1,1,1,0,0,2026-08-19,2026-08-19
revisaoaula0030405,Informática,a13cc0aa31,2,1,1,1,0,0,2026-08-19,2026-08-19
revisaoaula0030405,Informática,105df35bf7,1,1,0,1,0,0,2026-08-19,2026-08-19
revisaoaula0030405,Informática,43bc4b12b0,2,1,1,1,0,0,2026-08-19,2026-08-19
revisaoaula0030405,Informática,49bf73cbf5,1,0,1,0,0,0,2026-08-19,2026-08-19
revisaoaula0030405,Informática,d0b92e19f6,1,1,0,1,0,0,2026-08-19,2026-08-19
revisaoinf1908,Legislação de Trânsito,8d6a59e0f0,2,1,1,1,0,0,2026-08-19,2026-08-19
revisaoinf1908,Legislação de Trânsito,5242a10c02,2,1,1,1,0,0,2026-08-19,2026-08-19
revisaoinf1908,Legislação de Trânsito,85d3426eb4,2,1,1,1,0,0,2026-08-19,2026-08-19
revisaoinf1908,Legislação de Trânsito,9adfa91ef6,3,1,2,1,0,0,2026-08-19,2026-08-19
revisaoinf1908,Legislação de Trânsito,c5bfb94bb6,4,0,4,0,0,0,2026-08-19,2026-08-19
revisaoinf1908,Legislação de Trânsito,049c80763d,1,1,0,1,0,0,2026-08-19,2026-08-19
revisaoinf1908,Legislação de Trânsito,d4214f27b3,1,1,0,1,0,0,2026-08-19,2026-08-19
revisaoinf1908,Legislação de Trânsito,4c74021dc3,3,1,2,1,0,0,2026-08-19,2026-08-19
revisaoinf1908,Legislação de Trânsito,371b6f50a9,2,1,1,1,0,0,2026-08-19,2026-08-19
revisaoinf1908,Legislação de Trânsito,2f60d07886,3,1,2,1,0,0,2026-08-19,2026-08-19
revisaoinf1908,Legislação de Trânsito,782955a491,2,1,1,1,0,0,2026-08-19,2026-08-19
revisaoinf1908,Legislação de Trânsito,62c2a2281e,2,1,1,1,0,0,2026-08-19,2026-08-19
revisaoinf1908,Legislação de Trânsito,fc6af5e582,2,1,1,1,0,0,2026-08-19,2026-08-19
revisaoinf1908,Legislação de Trânsito,385ec3029e,1,1,0,1,0,0,2026-08-19,2026-08-19
revisaoinf1908,Legislação de Trânsito,625c332af3,1,1,0,1,0,0,2026-08-19,2026-08-19
revisaoinf1908,Legislação de Trânsito,7bb075cc23,1,1,0,1,0,0,2026-08-19,2026-08-19
revisaoinf1908,Legislação de Trânsito,0b40faadc0,2,1,1,1,0,0,2026-08-19,2026-08-19
revisaoinf1908,Legislação de Trânsito,784971ec05,1,1,0,1,0,0,2026-08-19,2026-08-19
revisaoinf1908,Legislação de Trânsito,73bd1a9833,2,1,1,1,0,0,2026-08-19,2026-08-19
revisaoinf1908,Legislação de Trânsito,34fff97de8,1,1,0,1,0,0,2026-08-19,2026-08-19
revisaoinf1908,Legislação de Trânsito,97bc07ef39,1,1,0,1,0,0,2026-08-19,2026-08-19
revisaoinf1908,Legislação de Trânsito,7fcdcbe5a0,2,1,1,1,0,0,2026-08-19,2026-08-19
revisaoinf1908,Legislação de Trânsito,1d51ef8f82,3,1,2,1,0,0,2026-08-19,2026-08-19
revisaoinf1908,Legislação de Trânsito,3130e6b6fb,2,1,1,1,0,0,2026-08-19,2026-08-19
revisaoinf1908,Legislação de Trânsito,fb0923892e,1,1,0,1,0,0,2026-08-19,2026-08-19
revisaoinf1908,Legislação de Trânsito,46213725e3,1,1,0,1,0,0,2026-08-19,2026-08-19
revisaoinf1908,Legislação de Trânsito,67300e64f1,1,1,0,1,0,0,2026-08-19,2026-08-19
inf,Informática,c2f37e43a2,2,1,1,1,0,0,2026-08-20,2026-08-20
inf,Informática,463a48ad8b,1,1,0,1,1,1,2026-08-20,2026-08-20
inf,Informática,4699c75f7a,2,1,1,1,0,0,2026-08-20,2026-08-20
inf,Informática,e9c093e754,2,1,1,1,0,0,2026-08-20,2026-08-20
inf,Informática,80454a0d99,1,1,0,1,0,0,2026-08-20,2026-08-20
inf,Informática,48024f9869,2,1,1,1,0,0,2026-08-20,2026-08-20
inf,Informática,c6a94a704c,2,1,1,1,0,0,2026-08-20,2026-08-20
inf,Informática,182c85784d,1,1,0,1,0,0,2026-08-20,2026-08-20
inf,Informática,9a87c0adfe,2,1,1,1,0,0,2026-08-20,2026-08-20
inf,Informática,052bf28533,1,1,0,1,0,0,2026-08-20,2026-08-20
inf,Informática,4cc65c0d56,1,1,0,1,0,0,2026-08-20,2026-08-20
inf,Informática,05170f83d9,1,1,0,1,0,0,2026-08-20,2026-08-20
inf,Informática,e7866ce907,2,1,1,1,0,0,2026-08-20,2026-08-20
inf,Informática,41da2a10ff,2,1,1,1,0,0,2026-08-20,2026-08-20
inf,Informática,5bcac1523b,1,1,0,1,0,0,2026-08-20,2026-08-20
inf,Informática,3980548fcf,1,1,0,1,0,0,2026-08-20,2026-08-20
inf,Informática,b4f0921b63,1,1,0,1,0,0,2026-08-20,2026-08-20
inf,Informática,5a81125dc1,1,1,0,1,0,0,2026-08-20,2026-08-20
inf,Informática,99718dc01f,2,1,1,1,0,0,2026-08-20,2026-08-20
inf,Informática,ac6b92fe59,2,1,1,1,0,0,2026-08-20,2026-08-20
inf,Informática,001da8e65d,1,1,0,1,0,0,2026-08-20,2026-08-20
inf,Informática,7d01eb1195,1,1,0,1,0,0,2026-08-20,2026-08-20
inf,Informática,f2ad79ba28,1,1,0,1,0,0,2026-08-20,2026-08-20
inf,Informática,2b920d0b60,2,1,1,1,0,0,2026-08-20,2026-08-20
inf,Informática,857442ded7,2,1,1,1,0,0,2026-08-20,2026-08-20
inf,Informática,75ab78e03c,1,1,0,1,0,0,2026-08-20,2026-08-20
inf,Informática,1b5221b88a,2,1,1,1,0,0,2026-08-20,2026-08-20
inf,Informática,81a936868c,2,1,1,1,0,0,2026-08-20,2026-08-20
inf,Informática,12d99b9fcf,1,1,0,1,0,0,2026-08-20,2026-08-20
inf,Informática,7f755834eb,1,1,0,1,0,0,2026-08-20,2026-08-20
dc06,Direito Constitucional,e8c1f66ba1,1,0,1,0,0,0,2026-08-21,
dc06,Direito Constitucional,65dda8270c,1,0,1,0,0,0,2026-08-21,
infracoes-gravidade-03,Legislação de Trânsito,2257fb3501,3,2,1,2,0,0,2026-08-21,2026-08-21
infracoes-gravidade-03,Legislação de Trânsito,79f5cd3409,3,1,2,0,0,0,2026-08-21,2026-08-21
infracoes-gravidade-03,Legislação de Trânsito,1a9ed362de,3,2,1,1,0,0,2026-08-21,2026-08-21
infracoes-gravidade-03,Legislação de Trânsito,84ea1ef412,3,2,1,2,0,0,2026-08-21,2026-08-21
infracoes-gravidade-03,Legislação de Trânsito,1ff5e7e072,7,2,5,1,0,0,2026-08-21,2026-08-21
infracoes-gravidade-03,Legislação de Trânsito,ab5d47f082,2,2,0,2,0,0,2026-08-21,2026-08-21
infracoes-gravidade-03,Legislação de Trânsito,2da45b9ca6,2,2,0,2,0,0,2026-08-21,2026-08-21
infracoes-gravidade-03,Legislação de Trânsito,2fd6e0f008,2,2,0,2,0,0,2026-08-21,2026-08-21
infracoes-gravidade-03,Legislação de Trânsito,5d8bfb47a1,3,2,1,2,0,0,2026-08-21,2026-08-21
revisaogeo,Geopolítica Brasileira,607f234916,2,1,1,1,0,0,2026-08-24,2026-08-24
revisaogeo,Geopolítica Brasileira,396fa9ad45,2,1,1,1,1,1,2026-08-24,2026-08-24
revisaogeo,Geopolítica Brasileira,b5c005898c,2,1,1,1,1,1,2026-08-24,2026-08-24
revisaogeo,Geopolítica Brasileira,9abcc249cb,1,1,0,1,1,1,2026-08-24,2026-08-24
revisaogeo,Geopolítica Brasileira,3a6ac7e005,2,1,1,1,0,0,2026-08-24,2026-08-24
revisaogeo,Geopolítica Brasileira,dd87a4599e,2,1,1,1,0,0,2026-08-24,2026-08-24
revisaogeo,Geopolítica Brasileira,62e37fc370,2,1,1,1,0,0,2026-08-24,2026-08-24
revisaogeo,Geopolítica Brasileira,a481d7b490,3,1,2,1,0,0,2026-08-24,2026-08-24
revisaogeo,Geopolítica Brasileira,fc22b21576,1,1,0,1,0,0,2026-08-24,2026-08-24
revisaogeo,Geopolítica Brasileira,3516e88433,2,1,1,1,0,0,2026-08-24,2026-08-24
revisaogeo,Geopolítica Brasileira,d7cfa71954,2,1,1,1,0,0,2026-08-24,2026-08-24
revisaogeo,Geopolítica Brasileira,93e459ec3d,2,1,1,1,0,0,2026-08-24,2026-08-24
revisaogeo,Geopolítica Brasileira,7aeb2bf63b,2,1,1,1,0,0,2026-08-24,2026-08-24
revisaogeo,Geopolítica Brasileira,5a013b0a28,2,1,1,1,0,0,2026-08-24,2026-08-24
revisaogeo,Geopolítica Brasileira,b772969eb4,2,1,1,1,0,0,2026-08-24,2026-08-24
revisaogeo,Geopolítica Brasileira,78ef8d5287,2,1,1,1,0,0,2026-08-24,2026-08-24
revisaogeo,Geopolítica Brasileira,1c5803d052,2,1,1,1,0,0,2026-08-24,2026-08-24
revisaogeo,Geopolítica Brasileira,b7ff68c058,2,1,1,1,0,0,2026-08-24,2026-08-24
revisaogeo,Geopolítica Brasileira,3ece5d8694,3,1,2,1,0,0,2026-08-24,2026-08-24
revisaogeo,Geopolítica Brasileira,0e98cedd0d,1,1,0,1,0,0,2026-08-24,2026-08-24
meta-5-revisao-ativa,Legislação Especial,791ffc2d79,3,1,2,1,0,0,2026-08-27,2026-08-27
meta-5-revisao-ativa,Legislação Especial,ab95cb5a0c,2,1,1,1,0,0,2026-08-27,2026-08-27
meta-5-revisao-ativa,Legislação Especial,0e642adf70,2,1,1,1,0,0,2026-08-27,2026-08-27
meta-5-revisao-ativa,Legislação Especial,f7b6ebd2b6,1,1,0,1,0,0,2026-08-27,2026-08-27
meta-5-revisao-ativa,Legislação Especial,85272d07ca,3,0,3,0,0,0,2026-08-27,2026-08-27
meta-5-revisao-ativa,Legislação Especial,f3f51515c6,2,1,1,1,0,0,2026-08-27,2026-08-27
meta-5-revisao-ativa,Legislação Especial,ebbe148052,2,1,1,1,0,0,2026-08-27,2026-08-27
meta-5-revisao-ativa,Legislação Especial,29a0e612fd,2,1,1,1,0,0,2026-08-27,2026-08-27
meta-5-revisao-ativa,Legislação Especial,526dafd7bb,3,1,2,1,0,0,2026-08-27,2026-08-27
meta-16-revisao-ativa,Direito Administrativo,256ac68928,2,1,1,1,1,1,2026-08-26,2026-08-26
meta-16-revisao-ativa,Direito Administrativo,28c34771f2,2,1,1,1,0,0,2026-08-26,2026-08-26
meta-16-revisao-ativa,Direito Administrativo,0ca3349b0c,1,1,0,1,1,1,2026-08-26,2026-08-26
meta-16-revisao-ativa,Direito Administrativo,20439f74f5,2,1,1,1,0,0,2026-08-26,2026-08-26
meta-16-revisao-ativa,Direito Administrativo,e0be8797ed,1,1,0,1,0,0,2026-08-26,2026-08-26
meta-16-revisao-ativa,Direito Administrativo,2bb6bed327,5,0,5,0,0,0,2026-08-26,2026-08-26
meta-16-revisao-ativa,Direito Administrativo,56ebaad56a,1,1,0,1,0,0,2026-08-26,2026-08-26
meta-16-revisao-ativa,Direito Administrativo,0836ac8cda,3,1,2,1,0,0,2026-08-26,2026-08-26
meta-16-revisao-ativa,Direito Administrativo,fc5ddde81b,1,1,0,1,0,0,2026-08-26,2026-08-26
meta-16-revisao-ativa,Direito Administrativo,e2923e9987,1,1,0,1,0,0,2026-08-26,2026-08-26
meta-13-revisao-ativa,Legislação de Trânsito,17936fbd86,1,0,1,0,0,0,2026-08-26,
meta-13-revisao-ativa,Legislação de Trânsito,3625b78fd6,1,0,1,0,0,0,2026-08-26,
meta-13-revisao-ativa,Legislação de Trânsito,a778ba8098,1,0,1,0,0,0,2026-08-26,
baralho-direito-constitucional,Direito Constitucional,f18dd03bff,1,1,0,1,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,3d85088c35,1,0,1,0,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,79bc320690,1,1,0,1,1,1,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,83073121ab,1,0,1,0,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,76270c6ba6,1,0,1,0,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,fc66793f4e,1,1,0,1,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,db8bd3b902,2,2,0,2,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,9563a74866,3,2,1,2,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,7b00d05abe,3,2,1,2,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,8c528ae68a,6,3,3,2,1,0,2026-09-08,2026-08-27
baralho-direito-constitucional,Direito Constitucional,dfd163f75e,3,2,1,2,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,bbfc8980d9,5,2,3,2,0,0,2026-09-08,2026-08-27
baralho-direito-constitucional,Direito Constitucional,796e5b352a,2,2,0,2,1,1,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,2de62c959b,4,3,1,3,0,0,2026-09-08,2026-08-27
baralho-direito-constitucional,Direito Constitucional,0c7d03590e,2,2,0,2,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,db31b02503,2,2,0,2,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,fa0d2a8aaa,4,2,2,2,0,0,2026-09-08,2026-08-27
baralho-direito-constitucional,Direito Constitucional,246e0ca955,3,2,1,2,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,d6a8452392,6,2,4,2,1,1,2026-09-08,2026-08-27
baralho-direito-constitucional,Direito Constitucional,8a184efc39,2,2,0,2,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,09e67883f4,5,1,4,0,0,0,2026-09-08,2026-08-27
baralho-direito-constitucional,Direito Constitucional,94708e3e7c,2,2,0,2,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,b91fa6fbe9,3,2,1,2,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,ed287f4c2f,2,1,1,1,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,ff6f7182ea,2,1,1,1,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,3c3d609bbe,2,2,0,2,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,19b31c199f,2,1,1,1,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,c3a425ea2f,1,1,0,1,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,70084a9a4f,1,1,0,1,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,8503184c1e,2,1,1,1,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,49ce5b5008,1,1,0,1,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,1bee2416dd,1,1,0,1,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,f49b773ea3,2,1,1,1,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,dc4d50adfe,2,1,1,1,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,1ca1ecb9c1,5,1,4,0,0,0,2026-09-08,2026-08-27
baralho-direito-constitucional,Direito Constitucional,1816c06427,2,1,1,1,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,62d9a0eaaf,2,1,1,1,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,ad45d571a4,1,1,0,1,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,078afe4d5a,1,1,0,1,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,fa4c034929,2,1,1,1,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,6dc329e7a6,1,1,0,1,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,f38c41730d,2,1,1,1,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,e42568cd49,1,1,0,1,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,a09bb39dde,2,1,1,1,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,141acb058f,1,1,0,1,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,6874e7d148,1,1,0,1,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,a96ed4713c,1,1,0,1,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,05edbaaf43,1,1,0,1,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,fcf1322845,1,1,0,1,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,b128681db1,2,1,1,1,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,259728c255,1,1,0,1,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,d1805ba8b3,2,1,1,1,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,d929052955,1,1,0,1,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,85bbef1e25,1,1,0,1,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,cc921ef815,1,1,0,1,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,047fb75aca,1,1,0,1,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,f1dc9caae2,1,1,0,1,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,e96d956909,1,1,0,1,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,68b637748b,1,1,0,1,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,021347e7c4,1,1,0,1,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,440d0c5a40,1,1,0,1,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,d88463185e,1,1,0,1,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,a353e75059,1,1,0,1,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,eda8a77782,1,1,0,1,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,b5821ecdce,1,1,0,1,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,a876ec8ddc,2,1,1,1,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,a4d53816a4,2,1,1,1,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,9be8e518cd,2,1,1,1,0,0,2026-08-27,2026-08-27
baralho-direito-constitucional,Direito Constitucional,9b5ed25b54,5,1,4,0,0,0,2026-09-08,2026-08-27
baralho-direito-constitucional,Direito Constitucional,f34be62994,5,2,3,2,1,1,2026-09-08,2026-08-27
baralho-direito-constitucional,Direito Constitucional,3236de2e50,2,1,1,1,0,0,2026-08-27,2026-08-27
meta-16-revisao-ativa-2,Direito Administrativo,1f7da39518,7,1,6,1,0,0,2026-08-27,2026-08-27
meta-16-revisao-ativa-2,Direito Administrativo,f791b41245,3,1,2,1,0,0,2026-08-27,2026-08-27
meta-16-revisao-ativa-2,Direito Administrativo,0ca3349b0c,6,1,5,1,0,0,2026-08-27,2026-08-27
meta-16-revisao-ativa-2,Direito Administrativo,314b5f35cd,2,1,1,1,0,0,2026-08-27,2026-08-27
meta-16-revisao-ativa-2,Direito Administrativo,1f3b408768,6,1,5,1,0,0,2026-08-27,2026-08-27
meta-16-revisao-ativa-2,Direito Administrativo,bca2dfdd1f,3,1,2,1,0,0,2026-08-27,2026-08-27
meta-16-revisao-ativa-2,Direito Administrativo,08dbbad8aa,2,1,1,1,0,0,2026-08-27,2026-08-27
meta-16-revisao-ativa-2,Direito Administrativo,7eada4d1f9,1,1,0,1,0,0,2026-08-27,2026-08-27
meta-16-revisao-ativa-2,Direito Administrativo,959bb00075,1,1,0,1,0,0,2026-08-27,2026-08-27
meta-16-revisao-ativa-2,Direito Administrativo,81b744ec1b,1,1,0,1,0,0,2026-08-27,2026-08-27
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,c52dd803b9,2,1,1,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,1dea08ba3e,2,1,1,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,3d1f692520,2,1,1,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,17a14b01cf,2,1,1,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,0f4214577b,2,1,1,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,9ad8fc6459,2,1,1,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,bfd325ad47,2,1,1,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,9df7e5d73d,3,1,2,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,68f94d69fa,2,1,1,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,7ba2c311ab,1,1,0,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,f0383fc63a,2,1,1,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,daa06a64f8,2,1,1,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,b916036bbe,5,1,4,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,9e38f7ea8a,5,1,4,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,c10011b44a,2,1,1,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,9a830a1a98,2,1,1,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,edffdccf93,2,1,1,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,2bef800b08,2,1,1,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,38231e8d8e,1,1,0,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,f885ea0e62,3,1,2,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,b2f60565c0,2,1,1,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,e2af65113f,2,1,1,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,a0dbdd10a9,1,1,0,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,75bea762ca,2,1,1,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,a9d37bb410,4,1,3,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,b91143739f,2,1,1,1,0,0,2026-08-28,2026-08-28
